rid,name,area,address,phone no.,opening hours
581,法鼓山,新北,新北市金山區三界里法鼓路555號,02-24987171,09：00-16：00
582,理學堂大書院,新北,新北市淡水區真理街32號,02-26212121,10:00 - 12:00 、 13:00 - 16:00
583,鄞山寺,新北,新北市淡水區鄧公里鄧公路15號,02-26228965,9:00~17:00
584,八里風帆碼頭,新北,新北市八里區忠五街,02-26102621,全年開放
585,福隆海水浴場,新北,新北市貢寮區福隆里福隆街42號,02-24991188,09:00-17:00依不同活動展出有所變動。
586,白沙灣海水浴場,新北,新北市石門區德茂里八甲1-2號(2號省道23公里處),02-86355100,5、6、10月09：00∼17：00；7、8、9月09： 00∼18：00
587,文昌祠,新北,新北市新莊區文德里碧江街20號,02-29987556,全年開放
588,新莊廣福宮,新北,新北市新莊區新莊路150號,02-55556364,09:00~17:00
589,新莊慈祐宮,新北,新北市新莊區新莊路218號,02-22769370,"週一至週五9:00-18:00, 中午12:00-13:00為休息時間"
590,武聖廟,新北,新北市新莊區新莊路340號,02-29912622,07:30 ～ 21:00
591,新莊福德祠,新北,新北市新莊區新莊路文德里13鄰207號,02-29929884,6:00 - 21:00
592,新莊保元宮,新北,新北市新莊區中正路143號,02-29970002,06:00 - 21:00
593,新莊廟街商圈,新北,新北市新莊區新莊路(思源路、新泰路中間約1公里的菁華地帶),02-29929891,週一-週日 16:00-00:00
594,响仁和鐘鼓廠,新北,新北市新莊區中正路171號,02-29927402,星期一至星期六8:30~18:00(請於一周前先預約)
595,獅子公園,新北,新北市萬里區台2線,02-24922064,全年開放
596,萬里瑪鍊文化館,新北,新北市萬里區野柳里港東路55號,02-24922512,全年開放
597,音樂公園,新北,新北市板橋區大同街70號,02-82573342,全年開放
598,板橋湳雅觀光夜市,新北,新北市板橋區南雅東路,02-29686911,17:00-02:00
599,接雲寺,新北,新北市板橋區西門街69號,02-29661403,05：00～22：00
600,大觀書社,新北,新北市板橋區西門街5號,02-29685028,全年開放，開放時間為08:00~17:30
601,板橋農村公園,新北,新北市板橋區吳鳳路50巷46號,02-89656868,三合院：09：00~16：00
602,枋橋建學碑,新北,新北市板橋區文化路一段23號,02-29686911,全年開放
603,板橋石雕公園,新北,新北市板橋區吳鳳路50巷文化路二段225巷,02-29686911,全年開放
604,新北市藝文中心,新北,新北市板橋區莊敬路62號,02-22534417,【展覽廳】週一至週日09：00-17：00(每月第一個星期一、國定假日、政府公告之天然災害停止上班日，其他必要之休館日將另行公告。) 【演藝廳】每場演出前30分鐘開放大廳，驗票入場。(休館時間：政府公告之天然災害將停止上班。)
605,瑪鋉漁港,新北,新北市萬里區瑪鍊溪溪口右側,02-24922064,全年開放
606,板橋後站商圈(府中商圈),新北,新北市板橋區,02-29686911,全年開放(依店家營業時間)
607,東澳漁港,新北,新北市萬里區東澳漁港,02-89526055,全年開放 
608,板橋435藝文特區,新北,新北市板橋區中正路435號,02-29690366,"週一至週五 09：00~17：00、週六及週日 09：00~18：00；【園區休館時間】
每月第一個星期一(若適逢國定假日照常開放)、農曆除夕、年初一、政府公告之天然災害停止上班日，其他必要之休館日將另行公告。"
609,野柳漁港,新北,新北市萬里區港西路,02-89526055,全年開放
610,風箏坪,新北,新北市萬里區八斗路44號,02-24985112～3,全年開放
611,板橋慈惠宮,新北,新北市板橋區挹秀里1鄰府中路81號,02-29650014,05：00~22：00
612,野柳地質公園,新北,新北市萬里區野柳村港東路167-1號,02-24922016,全年開放時間為08：00至17：00
613,萬里漁村生活館,新北,新北市萬里區野柳里港東路167號,02-24922512,全年開放08：00~16：00
614,湳仔溝自行車道,新北,新北市板橋區環河道路,02-29686911,全年開放
615,死囝仔窟,新北,新北市萬里區野柳風景區,02-24922016,全年開放時間為08：00至17：00
616,野柳燈塔,新北,新北市萬里區野柳燈塔,02-24922016,全年開放時間為08：00~17：00
617,林添禎銅像,新北,地質公園第二區步道左側（新北市萬里區）,02-24922016,全年開放時間為08：00至17：00
618,鄒家一條龍,新北,新北市萬里區溪底里富士坪5鄰26號,02-28213206,請來電事先預約
619,浮洲藝術河濱公園,新北,新北市板橋區環河道路,02-89699596,全年開放
620,靈泉寺,新北,新北市萬里區溪底里瑞泉路2-6號,02-24921631,09：00~17：00  
621,雙興百香果園,新北,新北市萬里區雙興里二坪路2號,02-24929128,09：00~20：00
622,風櫃嘴觀景台,新北,新北市萬里區風櫃嘴,02-28613601,全年開放
623,天祥寶塔禪寺,新北,新北市萬里區雙興里二坪6號之2,02-24929114,依官網公告時間為主
624,江子翠河口景觀河濱公園,新北,新北市板橋區,02-89699596,全年開放
625,國聖仁和宮,新北,新北市萬里區野柳里坑內11號,02-24983717,9：00~21：00
626,新北市立板橋體育場,新北,新北市板橋區漢生東路278號,02-29620462,全年開放 (夜間照明提供至23:00)
627,板橋第二運動場,新北,新北市板橋區民權路117號,02-29665156,全年開放 (夜間照明提供至23：00點)
628,金山老街(金包里老街),新北,新北市金山區金包里街,02-24985965,全年開放(依店家營業時間為主)
629,金山慈護宮,新北,新北市金山區金包里街16號,02-24982510,05：00~21：00   
630,芑豐居(李芑豐古宅),新北,新北市金山區清水路21巷3號,02-24985965,全年開放(不開放屋內參觀)  
631,筠園-鄧麗君墓園,新北,新北市金山區西湖里西勢湖18號,02-24985900,08：00-17：00
632,山佳河濱公園,新北,新北市樹林區環河路,02-26812106,全年開放
633,金山青年活動中心,新北,新北市金山區磺港村青年路1號,02-24981190,依各設施公告時間為主
634,金山遊客中心,新北,新北市金山區磺港路171-2號,02-24988980,08:00-17:00(依季節彈性調整，5月至9月份延長至下午6時)
635,新北市軍人忠靈祠(武器公園),新北,新北市樹林區忠義街25號,02-26894924,每日 08:30-17:00(週一休息)
636,金山威靈宮,新北,新北市金山區豐漁村6鄰民生路146號,02-24983018,06:00-21:00
637,樹林聖蹟亭,新北,新北市樹林區潭底公園內,02-26812106,全年開放
638,金山舊機場遺址,新北,新北市金山區三界里三界壇路101號旁,02-24985965,全年開放
639,後村圳紀念碑,新北,新北市樹林區水源街81號,02-29603456,全年開放
640,樹林體育場,新北,新北市樹林區水源街81號,02-86859766,網球場：每日上午六時至晚上十時(夏令 期間提早半小時開放)，木(槌)球場：全日開放，極限運動場：每日上午六時至晚上十時。
641,獅頭山公園(獅頭山步道),新北,新北市金山區磺港路171-2號,02-24988980,全年開放
642,金包里大路(魚路古道),新北,新北市金山區,02-24985965,全年開放
643,樹林抗日先烈十三公紀念墓園,新北,新北市樹林市區樹新路、俊英街交叉口,02-29603456,全年開放
644,豐林礦坑遺址,新北,新北市樹林區潭底公園,02-29603456,全年開放
645,蓋淡坑遺址,新北,新北市樹林區信和街49巷底,02-26812106,全年開放
646,備內昭和礦坑,新北,新北市樹林區備內街172號土地公廟後,02-26812106,全年開放
647,石門峽,新北,新北市汐止區石門峽,02-26411111,全年開放
648,秀峰瀑布,新北,新北市汐止區秀峰瀑布(大尖山風景區),02-26411111,全年開放
649,濟安宮,新北,新北市樹林區保安街一段32號,02-26812624,每日 05:00-21:00
650,姜子頭展望臺,新北,新北市汐止區姜子頭山展望台,02-26411111,全年開放
651,樹林區鎮南宮,新北,新北市樹林區千歲街2號,02-26812360,每日 04:00-21:30
652,樹林南寮福德宮,新北,新北市樹林區坡內里3鄰保安街二段45巷53號,02-26834486,每日 6:00-17:00
653,茄苳瀑布,新北,新北市汐止區秀峰街上山(進馥記山莊後約1.5km),02-26411111,全年開放
654,鹿窟事件紀念公園,新北,新北市汐止區,02-26411111,全年開放
655,樹林樹德宮,新北,新北市樹林區博愛街33號,02-26812155,每日 08:00-22:00
656,新山,新北,新北市汐止區新山夢湖路,02-26411111,全年開放
657,大同山地母廟,新北,新北市樹林區保安街二段45巷上大同山,02-26812106,全年開放
658,樹林海明寺,新北,新北市樹林區海明街22號,02-26812839,每日 06:00-18:00
659,青龍嶺,新北,新北市樹林區青龍嶺,02-26812106,全年開放
660,鹿角溪人工溼地,新北,新北市樹林區環河路,02-89699596,全年開放
661,鹿角溪公園,新北,新北市樹林區中洲街51巷,02-29603456,全年開放
662,樹林客家藝文館,新北,新北市樹林區中洲街5-2號,02-26812106,請來電預約
663,樹林車站,新北,新北市樹林區鎮前街112號,02-26812052,06:00~24:00
664,山仔腳公園,新北,新北市樹林區地政事務所旁,02-26812106,全年開放
665,碧龍宮,新北,新北市鶯歌區中正一路碧龍巷12號,02-26795842,05:00~19:00
666,宏德宮,新北,新北市鶯歌區中正一路303巷1號,02-26794029,05:00–21:00
667,蛇窯煙囪,新北,新北市鶯歌區文化路145巷內,02-26780202,全年開放
668,烘爐窯,新北,新北市鶯歌區文化路213巷,02-26780202,全年開放
669,鶯歌窯陶瓷廣場－良之燒,新北,鶯歌區建國路280號,02-26776728,09:00~18:00
670,二坑隧道,新北,新北市鶯歌區建德二巷14號,02-29603456,全年開放
671,三聖宮,新北,新北市汐止區民權街一段16號,02-26405279,08:00~18:00
672,天秀宮,新北,新北市汐止區白雲里19鄰勤進路601號,02-26423516,05:00~19:00
673,溝仔墘老街牌樓,新北,新北市泰山區明志路一段256巷,02-29099551,全年開放(依店家營業時間為主)
674,金龍山北峰寺,新北,新北市汐止區湖前街110巷101號,02-26950721,8:00 - 17:30
675,下泰山巖,新北,新北市泰山區明志路一段254號,02-29099551,6:00~21:00
676,許厝,新北,新北市泰山區明志路一段256巷4弄3號,02-29099551,此為民宅不開放參觀
677,後山公園,新北,新北市泰山區明志路一段274號4弄,02-29099551,全年開放
678,白雲寺,新北,新北市汐止區白雲里白雲路283號,02-26474890,06:00~17:00
679,連橫墓園,新北,新北市泰山區明志路一段274號,02-29099551,全年開放
680,翡翠水庫環境學習中心,新北,新北市新店區新烏路三段43號,02-26667811,平日09:30–12:00 / 14:00–16:00
681,拱北殿,新北,新北市汐止區栱內里1鄰汐萬路三段88號,02-26461878,06:00~18:00
682,秀峰山靜修禪院,新北,新北市汐止區秀山里秀峰路155號,02-26412614,07:00~17:00
683,敢部隊指揮部碉堡遺址(文史影像公園),新北,新北市泰山區明志路一段352巷巷底,02-29603456,文史影像公園全年開放(碉堡遺址無開放)
684,辭修公園,新北,新北市泰山區辭修路,02-29099551,全年開放
685,頂泰山巖,新北,新北市泰山區應化街32號,02-29018371,全年上午5:00 ~晚上8:00
686,明志書院,新北,新北市泰山區明志路二段276號,02-29099551,09:00 ∼ 17:00；【公休日】每月第一週的週一休息
687,新山農場,新北,新北市汐止區汐萬路三段213號之1,02-26461406,10:00~19:00
688,大尖山風景區,新北,新北市汐止區大尖山,02-26411111,全年開放
689,汐止金龍湖環湖步道,新北,新北市汐止區湖前路114巷101號,02-26411111,全年開放
690,慈航紀念堂,新北,新北市汐止區秀峰路247號,02-26412605,06:00~11:00；13
691,烏來活力村,新北,新北市烏來區瀑布路33號,02-26616000,全年開放
692,烏來紅河谷,新北,新北市烏來區紅河谷,02-29603456,全年開放
693,永安居,新北,新北市深坑區北深路三段8號,02-26623116,9:30～17:30 週日、假日開放參觀，其餘時間得申請參觀
694,竹林山觀音寺,新北,新北市林口區竹林路325號,02-26011412,02-26016020
695,褔安居,新北,新北市深坑區文山路二段31號,02-26623116,不對外開放
696,林口運動公園,新北,新北市林口區文化一路及仁愛路交叉口,02-26033111,全年開放(晚上11:00以後關燈)
697,鎮南宮,新北,新北市深坑區大崙腳8號,02-26623237,全年開放
698,天龍宮,新北,新北市深坑區2鄰阿柔洋61號,02-26621931,06:00-18:00
699,深坑橋碑,新北,新北市深坑區中正橋,02-26623116,全年開放
700,忠魂碑,新北,新北市深坑區深坑街,02-26623116,全年開放
701,土埆厝,新北,新北市深坑區,02-26623116,全年開放
702,林口高爾夫球場,新北,新北市林口區後湖50之1號,02-26014104,05:00-19:00
703,阿柔坑溪,新北,新北市深坑區阿柔坑溪,02-26623116,全年開放
704,深坑老街,新北,新北市深坑區深坑老街,02-26623116,全年開放(依店家營業時間為主)
705,青山香草教育農園,新北,新北市深坑區阿柔村大崙尾1-1號,02-86626699,09-22162966
706,黃阿舍生態體驗農園,新北,新北市深坑區阿柔里大崙腳1號,02-26643125,06:00-18:00
707,炮子崙瀑布,新北,新北市深坑區炮子崙,02-26623116,全年開放
708,石碇東街,新北,新北市石碇區石碇東街,02-26631080,全年開放(依店家營業時間)
709,石碇西街,新北,新北市石碇西街,02-26631080,全年開放(依店家營業時間)
710,五股濕地,新北,新北市五股區成蘆大橋下旁,02-89699596,全年開放
711,格頭雲瀑,新北,新北市石碇區格頭里,02-26631080,最佳觀賞時間：AM 05:00-08:00
712,吊腳樓,新北,新北市石碇東街,02-26631080,全年開放
713,硬漢嶺,新北,新北市五股區觀音山,02-22928888,全年開放
714,石碇百年石頭屋,新北,新北市石碇區石碇東街53號,02-26631080,星期三~日 9:00~17:00
715,寶纈禪寺,新北,新北市五股區成泰路四段43號,02-22928001,08:30 ~ 18:00
716,皇帝殿登山步道,新北,新北市石碇區106乙縣道,02-29603456,全年開放
717,五股智光禪寺,新北,新北市五股區民義路二段21號,02-22922069,6:00 - 21:00
718,石碇姑娘廟,新北,新北市石碇區大湖格22之1號,02-26631937,8:00～17:00
719,月老和合二仙殿,新北,新北市石碇區雙溪口45-2號,02-26638600,09-12265062
720,石碇五路財神廟,新北,新北市石碇區永定村大湖格20之1號 ‎,02-26633372,06:00~18:00
721,石碇天后宮,新北,新北市石碇區,02-26632894,9:00-17:00
722,石碇集順廟,新北,新北市石碇區石碇西街9號,02-26631080,9:00-17:00
723,茶鄉桂花農園,新北,新北市石碇區隆盛村新興坑4號,02-26634011,11:00~20:00 (週一公休，如遇國定假日順延一天)
724,觀音山遊客中心,新北,新北市五股區凌雲路三段130號,02-22928888,09:00-17:00；五至九月09:00-18:00
725,台陽礦業事務所(瑞芳金鑛),新北,新北市瑞芳區九份豎崎路54號,02-24972071,8:30-17:00
726,豎崎路,新北,新北市瑞芳區九份豎崎路,02-24063270 ,全年開放
727,燕子湖風景區,新北,新北市新店區下龜山橋,02-29112281,全年開放
728,五番坑,新北,新北市瑞芳區五番坑口,02-24972250,全年開放
729,頌德公園,新北,新北市瑞芳區九份頌德公園,02-24972250,全年開放
730,小金瓜露頭,新北,新北市瑞芳區金瓜石,02-24972250,全年開放
731,青雲殿,新北,新北市瑞芳區濱二路30號,02-24972694,07:00-19:00(依實際情況為準)
732,霞海城隍廟,新北,新北市瑞芳區九份汽車路11號,02-24971557,05:00-19:00(依實際情況為準)
733,翡翠水庫,新北,新北市新店區新烏路三段43號,02-29112281,全年開放
734,聖明宮,新北,新北市瑞芳區街頂巷56號,02-24972819,6:00-20:00(依實際情況為準)
735,九份明聖宮,新北,新北市瑞芳區頌德里坑尾巷37-1號,02-24977895,06:00-17:00(依實際情況為準)
736,親情河濱公園,新北,新北市新店區110縣道,02-29112281,全年開放
737,福山宮,新北,新北市瑞芳區九份崙頂路2號,02-24960303,06:00-18:00
738,文山農場,新北,新北市新店區湖子內路100號,02-26667512,09:00~17:00
739,開成殿(天公廟),新北,新北市瑞芳區永慶里8鄰烏勢巷152號之1,02-24968395,06:00-19:00
740,金山寺,新北,新北市瑞芳區汽車路142號,02-24972994,06:00~18:00(夏) ；06:00~17:00(冬)依實際情況為準
741,臺北國史館(新店館區),新北,新北市新店區北宜路二段406號,02-22175500,平日9:30~17:00
742,琉榔路觀光步道,新北,新北市瑞芳區瑞柑琉榔路,02-24972250,全年開放
743,基隆山,新北,新北市瑞芳區九份基隆山,02-24063270,全年開放
744,勸濟堂,新北,新北市瑞芳區金瓜石祈堂路53號,02-24961273,6:00-21:00
745,無耳茶壺山步道,新北,新北市瑞芳區金瓜石,02-24063270,全年開放
746,新店老街,新北,新北市新店區新店路,02-29112281,全年開放(依店家營業時間為主)
747,九份老街,新北,新北市瑞芳區基山街、輕便路、汽車路、豎崎路一帶,02-24063270,全年開放(依店家營業時間為主)
748,李梅樹紀念館,新北,新北市三峽區中華路43巷10號,02-26732333,"週六日10：00∼17：00 (週一至週五, 歡迎團體預約參觀)"
749,陰陽海,新北,新北市瑞芳區水湳洞,02-24961588,全年開放
750,瑞芳火車站,新北,新北市瑞芳區龍潭里明燈路三段82號,02-24972174,06:00-24:00
751,瑞慈宮,新北,新北市瑞芳區爪峰里13鄰3爪子坑路106巷190號,02-24975539,05:00-19:00(依實際時間為準)
752,新北市客家文化園區,新北,新北市三峽區龍恩里隆恩街239號,02-26729996,週一至五 09：00∼17：00、週末09：00∼ 18：00。每月第1個星期一休館，倘休館日遇國定假日，以順延1日辦理休館。
753,龍巖宮祖師廟,新北,新北市瑞芳區一坑路30號,02-24972807,05:30-20:00(依實際時間為準)
754,景明亭,新北,新北市瑞芳區金瓜石,02-24972250,全年開放
755,深澳漁港,新北,新北市瑞芳區深澳路,02-24976810,全年開放
756,鳶山公園,新北,新北市三峽區鳶山,02-26711017,全年開放
757,三峽金光明寺,新北,新北市三峽區溪東路268號,02-86765001#9,06:30–19:30
758,蝙蝠洞公園,新北,新北市瑞芳區濱海公路海濱隧道,02-24972250,全年開放
759,白雞行修宮,新北,新北市三峽區嘉添里白雞路155號,02-26711476,05：00~19:00
760,蝙蝠洞,新北,新北市瑞芳區海濱蝙蝠洞,02-24972250,全年開放
761,三峽八安大橋,新北,新北市三峽區八安大橋,02-26711017,全年開放
762,南雅奇岩(南雅奇石),新北,新北市瑞芳區南雅里濱海公路,02-24972250,全年開放
763,鼻頭漁港,新北,新北市瑞芳區鼻頭角鼻頭漁港,02-24972815,全年開放
764,鼻頭角燈塔,新北,新北市瑞芳區鼻頭路,02-24991190,暫不對外開放(鼻頭角步道燈塔線因地勢陡峭、目前岩層石風化龜裂嚴重，有土石崩落之危險，為維護遊客安全，暫時封閉不開放通行!鼻頭角燈塔亦不開放參觀)
765,四腳亭砲台,新北,新北市瑞芳區四腳亭,02-24972250,全年開放
766,吉安宮,新北,新北市瑞芳區四腳亭瑞竹路91號,02-24577381,09:00-17:00
767,皇后鎮森林,新北,新北市三峽區竹崙里竹崙路95巷1號,02-26682591,"平日：10AM ~ 6PM　周三：公休（暑假及國定假日除外） 
星期六：9AM ~ 9PM星期日：9AM ~ 8PM "
768,昇平戲院,新北,新北市瑞芳區輕便路137號,02-24969926,"週一至週五：09:30-17:30，週六、日：09:30-18:00
每月第一個星期一 (若適逢國定假日照常開放)、農曆除夕、年初一、選舉日為休館日，其他必要之休館日將另行公告。"
769,水湳洞,新北,新北市瑞芳區水湳洞,02-24972250,全年開放
770,台灣農林熊空茶園,新北,新北市三峽區竹崙路243-2號,02-26681589,9:00-17:00(夏季營業時間會視情況延長)
771,桐花公園,新北,新北市土城區承天路90-1號,02-22732000,全年開放
772,平溪老街,新北,新北市平溪區平溪街,02-24951510,全年開放(依店家營業時間為主)
773,滴水觀音(靈巖寺),新北,新北市平溪區嶺腳里6鄰嶺腳寮104號(靈巖寺),02-24951887,全年開放
774,觀音巖,新北,新北市平溪區石底里,02-24951292,08:00~17:00
775,觀音巖警報鐘亭,新北,新北市平溪區石底里觀音巖,02-24951292,全年開放
776,孝子山步道,新北,新北市平溪區孝子山,02-24951510,全年開放
777,十分老街,新北,新北市平溪區十分老街,02-24951510,全年開放(依店家營業時間為主)
778,平溪車站,新北,新北市平溪區中華街12號,02-24972033,06:00-22:00
779,靜安吊橋,新北,新北市平溪區十分車站旁,02-24951510,全年開放
780,眼鏡洞瀑布,新北,新北市平溪區眼鏡洞,02-24951510,全年開放
781,菁桐車站,新北,新北市平溪區菁桐里菁桐街52號,02-24972033,全年開放
782,菁桐老街,新北,新北市平溪區菁桐街,02-24951510,全年開放(依店家營業時間為主)
783,菁桐礦業生活館,新北,新北市平溪區菁桐里菁桐街113-117號,02-24952749,每週二至週日09:30-17:00  週一及國定假日、選舉日、天然災害休館
784,選洗煤場(碳場咖啡),新北,新北市平溪區菁桐街50號,02-24952513,"08:30~17:00

"
785,薯榔尖步道,新北,新北市平溪區薯榔尖,02-24951510,全年開放
786,紫東社區(平溪區農會東勢生態教育會館),新北,新北市平溪區火燒寮6號(平溪區農會東勢生態教育會館),02-24951510,08：00至17：00(有時16:00閉館) 需事先預約
787,大華壺穴,新北,新北市平溪區大華車站周圍,02-24958409,全年開放
788,菁桐一坑口聚落,新北,新北市平溪區薯榔里一坑38號附近,02-24951510,全年開放
789,三忠廟,新北,新北市雙溪區長安街15號,02-24933327,05:00~20:00
790,連舉人古厝,新北,新北市雙溪區梅竹蹊路13號,02-24931111,全年開放
791,丁蘭谷,新北,新北市雙溪區丁蘭谷,02-24931111,全年開放
792,虎豹潭,新北,新北市雙溪區雙泰產業道路虎豹潭,02-24931111,全年開放
793,(八里)大眾廟,新北,新北市八里區龍米路2段200巷5號,02-26107105,07:00–18:00
794,國定十三行遺址,新北,新北市八里區頂罟村十三行聚落,02-26191313,9:30 - 19:00
795,十三行博物館考古文化村,新北,新北市八里區中山路2段210巷162號(十三行博物館旁),02-26783273,"《平日》藝品區９：００～１７：００，考古探坑區、手拉胚區接受１５人以上團體預約
《假日》藝品區、手拉胚區９：００～１７：００，考古探坑區接受１５人以上團體預約"
796,開臺天后宮,新北,新北市八里區龍米路二段191號,02-26100096,6:00 - 18:00
797,(八里)廖添丁廟(漢民祠),新北,249新北市八里區訊塘村5鄰訊塘埔31之3號,02-26102131,6:00 - 21:00
798,西龍巖寺,新北,新北市八里區大崁里大堀湖22號,02-26103422,6:00 - 21:00
799,小白宮(新北市立淡水古蹟博物館),新北,新北市淡水區真理街15號,02-26282865,週一至週五 9:30—17:00、週六至週日 9:30—18:00；【公休日】每月第一個星期一（若適逢國定假日照常開放，隔日休館）、農曆除夕、年初一、政府公告之天然災害停止上班日，其他必要之休館日將另行公告。
800,緣道觀音廟,新北,新北市淡水區安子內3號,02-26269242,"週二∼週五 9：30a.m.∼6：00 p.m.（夏季至7：00 p.m.）
週六∼週日 9：30a.m.∼7：00 p.m.（夏季至8：00 p.m.）
週一公休不對外開放（國定假日及暑假除外）"
801,二叭子植物園,新北,新北市新店區雙城路279號,02-22104750,全年開放
802,逸仙山(蝙蝠山)步道,新北,新北市雙溪區,02-24931111,全年開放
803,后番子坑溪生態園區,新北,新北市雙溪區上林里后番子坑溪生態園區,02-22125285,全年開放
804,南天花苑,新北,新北市雙溪區新基北街64號,02-24931050,08:00~17:00
805,軟橋段親水公園,新北,新北市雙溪區新寮子,02-24931111,全年開放
806,聖南寺,新北,新北市雙溪區聖南30號,02-24933332,09:00~17:00
807,茶花莊,新北,新北市雙溪區梅竹蹊67號,02-24932631,09-10090589
808,雙溪打鐵舖,新北,新北市雙溪區中華路7號,02-24931111,無固定營業，早上打鐵機率較高
809,雙溪區自行車道,新北,新北市雙溪區新基村朝陽街,02-24931111,全年開放
810,平林休閒農場,新北,新北市雙溪區平林橋35號,02-24934016,09:00~18:00 
811,新店廣興有機市民農園,新北,新北市新店區廣興路57號附近,02-29106666,星期六、日10:00~17:00
812,不厭亭,新北,新北市雙溪區瑞雙公路,02-24931111,全年開放
813,馬公友誼運動公園,新北,新北市新店區北新路一段92號,02-29145927,全年開放
814,獅仔頭山,新北,新北市新店區獅仔頭山,02-29112281,全日開放
815,海藏寺,新北,新北市新店區碧潭路55號,02-22121750,07:00~16:00
816,廣明寺,新北,新北市新店區中興路1段68號,02-29188450,05:00~16:00
817,碧潭吊橋,新北,新北市新店區碧潭吊橋,02-29188509,全天開放
818,大香山慈音巖,新北,新北市新店區長春路252號,02-22174255,05:00~18:00
819,直潭淨水廠、攔水壩,新北,新北市新店區直潭路2號,02-29112281,場內禁止參觀
820,草茅地母廟,新北,新北市新店區直潭里灣潭路3-2號,02-29149218,09:00-17:00
821,太平宮,新北,新北市新店區太平里太平路61號,02-22110081,06:00-21:00
822,花園新城,新北,新北市新店區花園二路一段1號B1(蘭溪協會),02-26669984,平日09:00-17:00
823,潤濟宮,新北,新北市新店區安康路三段306號,02-22151417,05:00~20:00
824,日興宮,新北,新北市新店區安康路三段530號,02-22152596,06:00~21:00
825,慈玄寺,新北,新北市新店區中興路一段102號,02-29127223,08:00 ~ 17:00
826,虎字碑,新北,新北市貢寮區草嶺古道,02-24941601,全年開放
827,鹽寮抗日紀念碑,新北,新北市貢寮區研海街45號,02-24903991,09:00-18:30
828,三貂角燈塔,新北,新北市貢寮區福連里馬崗街38號,02-24991300,09:00-17:00 (休週一、除夕、初一)
829,雄鎮蠻煙碑,新北,新北市貢寮區遠望坑段草嶺小103地號,02-24941601,全年開放
830,南嶽(聖侯)宮,新北,新北市八里區中山路三段175號,02-26101139,6:00~19:00
831,安福宮,新北,新北市八里區中山路1段123號,02-26102084,5:00 - 20:00
832,挖子尾自然保留區,新北,新北市八里區挖子尾街,02-26102621,全年開放
833,張家古厝,新北,新北市八里區挖子尾自然保留區,02-26102621,全年開放
834,八里國小「御大禮記念樹」石碑,新北,新北市八里區中山路二段338號,02-26102217,全年開放
835,八里左岸公園,新北,新北市八里區觀海大道36號,02-26102621,全年開放
836,左岸八里碼頭,新北,新北市八里區觀海大道,02-26102621,全年開放
837,左岸劇場,新北,新北市八里區觀海大道,02-26102621,全年開放
838,永續環境教育中心,新北,新北市八里區觀海大道36號,02-26100305,每週二~日上午09：00 ~ 下午17：00；【休館日】週一及國定假日休館，全天不開放。
839,觀海長堤,新北,新北市八里區挖子尾,02-26102621,全年開放
840,松子腳砲臺遺址,新北,新北市八里區,02-26102621,全年開放
841,龍源農場,新北,新北市八里區龍源里龍形五街37巷20號,02-26183687,產季08:00 - 17:00 ／ 非產季，請預約參觀。
842,(牛寮埔)石頭公農園,新北,新北市八里區米倉里牛寮埔12鄰16-5號,02-26102621,週末六、日 6:00-18:00
843,雷朗極限探索(園區),新北,新北市八里區忠五街70號,02-26108078,9:00 - 17:00(夏令營活動請來電預約)
844,馬崗漁港,新北,新北市貢寮區福連里馬崗,02-24941601,全年開放
845,卯澳漁港,新北,新北市貢寮區卯澳漁港,02-24941601,全年開放
846,卯澳石頭古厝建築,新北,新北市貢寮區福連里,02-24941601,全年開放
847,馬崗潮間帶,新北,新北市貢寮區馬崗,02-24941601,全年開放
848,西靈巖寺,新北,新北市貢寮區和美街49號,02-24902329,8:00~17:00
849,龍洞岩場,新北,新北市貢寮區東北角龍洞灣南岸,02-24991115,全年開放
850,澳底仁和宮,新北,新北市貢寮區仁和路9號,02-24901230,07:00-21:00
851,天佛禪寺,新北,新北市坪林區魚堀26號之2,02-26658092,05:00~21:00
852,協德宮,新北,新北市坪林區大林里魚堀路44號之1,02-26657887,9:00~17:00
853,保坪宮,新北,新北市坪林區坪林里坪林街79號,02-26658172,08:00~17:00
854,金瓜寮自行車道,新北,新北市坪林區金瓜寮,02-26657251,全年開放
855,坪林生態園區,新北,新北市坪林區水德里水聳淒坑19-1號旁(茶業博物館旁),02-26657251,08:00-17:00
856,觀音臺,新北,新北市坪林區坪林里(坪林國中後方山頂上),02-26657251,全年開放
857,坪林親水吊橋,新北,坪林旅遊服務中心斜對面,02-26657251,全年開放
858,坪林尾橋,新北,新北市坪林區茶業博物館左前側,02-26657251,全年開放
859,坪林老街,新北,新北市坪林區坪林街,02-26657251,全年開放(依店家營業時間為主)
860,虎寮潭吊橋,新北,新北市坪林區虎寮潭,02-26657251,全年開放
861,虎寮潭,新北,新北市坪林區虎寮潭,02-26656549,全年開放
862,粗坑口登山步道,新北,224新北市瑞芳區粗坑口路16號,02-24972250,全年開放
863,南山寺,新北,新北市坪林區漁光里樟空子5號,02-26656697,07:00–18:00
864,獅公髻尾山,新北,新北市坪林區漁光里,02-26657251,全年開放
865,粗石斛吊橋,新北,新北市坪林區粗石斛吊橋,02-26657251,全年開放
866,虎寮潭渡假休閒山莊,新北,新北市坪林區虎寮潭畔16號,02-26656549,02-26656871
867,保福宮,新北,新北市永和區仁愛路202巷11號,02-29227524,05:00–21:00
